nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;58608;5192;528539;2598;56041;961;1606;961;151834;329,191528082
1;154401;58608;5192;528539;2598;56048;954;1606;954;151841;518,277124882
2;154401;58608;5192;528539;2598;56032;970;1606;970;151825;328,857277155
3;154401;58608;5192;528539;2598;56036;966;1606;966;151829;350,28610301
4;154401;58608;5192;528539;2598;56048;954;1606;954;151841;467,527612925
5;154401;58608;5192;528539;2598;56042;960;1606;960;151835;323,595808029
6;154401;58608;5192;528539;2598;56034;968;1606;968;151827;439,638674974
7;154401;58608;5192;528539;2598;56043;959;1606;959;151836;329,837203026
8;154401;58608;5192;528539;2598;56038;964;1606;964;151831;262,944112062
9;154401;58608;5192;528539;2598;56035;967;1606;967;151828;412,678331852
10;154401;58608;5192;528539;2598;56043;959;1606;959;151836;384,454999924
11;154401;58608;5192;528539;2598;56050;952;1606;952;151843;380,536189079
12;154401;58608;5192;528539;2598;56052;950;1606;950;151845;422,345932007
13;154401;58608;5192;528539;2598;56047;955;1606;955;151840;393,700958967
14;154401;58608;5192;528539;2598;56037;965;1606;965;151830;263,066845894
15;154401;58608;5192;528539;2598;56052;950;1606;950;151845;262,336513996
16;154401;58608;5192;528539;2598;56030;972;1606;972;151823;392,435564995
17;154401;58608;5192;528539;2598;56033;969;1606;969;151826;261,688210964
18;154401;58608;5192;528539;2598;56052;950;1606;950;151845;357,483865023
19;154401;58608;5192;528539;2598;56046;956;1606;956;151839;294,207916021
20;154401;58608;5192;528539;2598;56042;960;1606;960;151835;325,934146881
21;154401;58608;5192;528539;2598;56038;964;1606;964;151831;327,504830122
22;154401;58608;5192;528539;2598;56053;949;1606;949;151846;423,34081316
23;154401;58608;5192;528539;2598;56039;963;1606;963;151832;390,437347174
24;154401;58608;5192;528539;2598;56050;952;1606;952;151843;394,333204985
25;154401;58608;5192;528539;2598;56033;969;1606;969;151826;265,433216095
26;154401;58608;5192;528539;2598;56051;951;1606;951;151844;358,678271055
27;154401;58608;5192;528539;2598;56039;963;1606;963;151832;261,844445944
28;154401;58608;5192;528539;2598;56035;967;1606;967;151828;261,267417908
29;154401;58608;5192;528539;2598;56062;940;1606;940;151855;261,238160849
