nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
;;;;;;;;;562;;359,61
;;;;;;;;;22;;59,02
0;187500;57856;5092;511750;2885;54082;508;3289;575;183636;351,370374918
1;187500;57856;5092;511750;2885;54069;521;3289;588;183623;428,655115128
2;187500;57856;5092;511750;2885;54094;496;3289;563;183648;348,114847898
3;187500;57856;5092;511750;2885;54095;495;3289;562;183649;349,796322823
4;187500;57856;5092;511750;2885;54089;501;3289;568;183643;275,845160961
5;187500;57856;5092;511750;2885;54110;480;3289;547;183664;313,859189034
6;187500;57856;5092;511750;2885;54097;493;3289;560;183651;548,441329002
7;187500;57856;5092;511750;2885;54128;462;3289;529;183682;428,441333055
8;187500;57856;5092;511750;2885;54080;510;3289;577;183634;350,877876043
9;187500;57856;5092;511750;2885;54105;485;3289;552;183659;352,486783028
10;187500;57856;5092;511750;2885;54099;491;3289;558;183653;311,277269125
11;187500;57856;5092;511750;2885;54089;501;3289;568;183643;350,792057037
12;187500;57856;5092;511750;2885;54096;494;3289;561;183650;347,896525145
13;187500;57856;5092;511750;2885;54097;493;3289;560;183651;311,350043058
14;187500;57856;5092;511750;2885;54092;498;3289;565;183646;312,0053792
15;187500;57856;5092;511750;2885;54079;511;3289;578;183633;465,085845947
16;187500;57856;5092;511750;2885;54092;498;3289;565;183646;350,691226959
17;187500;57856;5092;511750;2885;54116;474;3289;541;183670;350,785002947
18;187500;57856;5092;511750;2885;54057;533;3289;600;183611;310,023828983
19;187500;57856;5092;511750;2885;54121;469;3289;536;183675;271,89910388
20;187500;57856;5092;511750;2885;54083;507;3289;574;183637;461,721397877
21;187500;57856;5092;511750;2885;54079;511;3289;578;183633;311,960600138
22;187500;57856;5092;511750;2885;54105;485;3289;552;183659;347,933651924
23;187500;57856;5092;511750;2885;54123;467;3289;534;183677;310,615146875
24;187500;57856;5092;511750;2885;54074;516;3289;583;183628;389,101346016
25;187500;57856;5092;511750;2885;54090;500;3289;567;183644;350,941554785
26;187500;57856;5092;511750;2885;54081;509;3289;576;183635;352,329634905
27;187500;57856;5092;511750;2885;54064;526;3289;593;183618;360,384037018
28;187500;57856;5092;511750;2885;54086;504;3289;571;183640;384,911904097
29;187500;57856;5092;511750;2885;54173;417;3289;484;183727;388,811558962
