nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;528;;;414,2
;;;;;;;;;34;;;70,65
0;170000;87216;7810;833732;2933;82229;484;4503;484;0,29%;165013;364,34392786
1;170000;87216;7810;833732;2933;82206;507;4503;507;0,31%;164990;482,715306997
2;170000;87216;7810;833732;2933;82206;507;4503;507;0,31%;164990;483,016335011
3;170000;87216;7810;833732;2933;82176;537;4503;537;0,32%;164960;526,652889013
4;170000;87216;7810;833732;2933;82178;535;4503;535;0,32%;164962;359,9383111
5;170000;87216;7810;833732;2933;82199;514;4503;514;0,31%;164983;363,246545076
6;170000;87216;7810;833732;2933;82173;540;4503;540;0,33%;164957;441,958518028
7;170000;87216;7810;833732;2933;82190;523;4503;523;0,32%;164974;363,780303955
8;170000;87216;7810;833732;2933;82267;446;4503;446;0,27%;165051;364,926861048
9;170000;87216;7810;833732;2933;82184;529;4503;529;0,32%;164968;489,234009027
10;170000;87216;7810;833732;2933;82183;530;4503;530;0,32%;164967;358,838583946
11;170000;87216;7810;833732;2933;82197;516;4503;516;0,31%;164981;363,217113972
12;170000;87216;7810;833732;2933;82174;539;4503;539;0,33%;164958;362,709284067
13;170000;87216;7810;833732;2933;82137;576;4503;576;0,35%;164921;441,332556009
14;170000;87216;7810;833732;2933;82134;579;4503;579;0,35%;164918;517,099606991
15;170000;87216;7810;833732;2933;82181;532;4503;532;0,32%;164965;523,038214922
16;170000;87216;7810;833732;2933;82111;602;4503;602;0,36%;164895;517,803305864
17;170000;87216;7810;833732;2933;82198;515;4503;515;0,31%;164982;362,105163813
18;170000;87216;7810;833732;2933;82212;501;4503;501;0,30%;164996;519,200122118
19;170000;87216;7810;833732;2933;82187;526;4503;526;0,32%;164971;366,263314009
20;170000;87216;7810;833732;2933;82191;522;4503;522;0,32%;164975;363,525345087
21;170000;87216;7810;833732;2933;82160;553;4503;553;0,33%;164944;567,029977083
22;170000;87216;7810;833732;2933;82163;550;4503;550;0,33%;164947;362,642050982
23;170000;87216;7810;833732;2933;82134;579;4503;579;0,35%;164918;375,98844099
24;170000;87216;7810;833732;2933;82154;559;4503;559;0,34%;164938;365,467150211
25;170000;87216;7810;833732;2933;82167;546;4503;546;0,33%;164951;363,615747929
26;170000;87216;7810;833732;2933;82203;510;4503;510;0,31%;164987;365,984247923
27;170000;87216;7810;833732;2933;82217;496;4503;496;0,30%;165001;363,819976091
28;170000;87216;7810;833732;2933;82180;533;4503;533;0,32%;164964;363,684612989
29;170000;87216;7810;833732;2933;82253;460;4503;460;0,28%;165037;362,925636053
;;;;;;;;;;0,32%;;
;;;;;;;;;;0,02%;;
